t_s,status,grams
42.022,D,32.7313
42.022,D,32.7313
42.022,D,32.7313
42.229,D,32.7313
42.229,D,32.7313
42.229,D,32.7313
42.229,D,32.7313
42.229,D,32.7313
42.436,D,32.7313
42.436,D,32.7313
42.436,D,32.7313
42.436,D,32.7313
42.436,D,32.7313
42.643,D,32.7313
42.643,D,32.7313
42.643,D,32.7313
42.643,D,32.7313
42.643,D,32.7313
42.850,D,32.7313
42.850,D,32.7313
42.850,D,32.7313
42.850,D,32.7313
43.058,D,32.7313
43.058,D,32.7313
43.058,D,32.7313
43.058,D,32.7313
43.058,D,32.7313
43.265,D,32.7313
43.265,D,32.7312
43.265,D,32.7312
43.265,D,32.7312
43.265,D,32.7312
43.472,D,32.7312
43.472,D,32.7312
43.472,D,32.7312
43.472,D,32.7311
43.472,D,32.7311
43.679,D,32.7311
43.679,D,32.7310
43.679,D,32.7310
43.679,D,32.7310
43.886,D,32.7311
43.886,D,32.7527
43.886,D,32.7755
43.886,D,32.7763
43.886,D,32.7763
44.091,D,32.7760
44.091,D,32.7757
44.091,D,32.7753
44.091,D,32.7749
44.091,D,32.7746
44.295,D,32.7743
44.295,D,32.7741
44.295,D,32.7739
44.295,D,32.7738
44.295,D,32.7737
44.498,D,32.7735
44.498,D,32.7734
44.498,D,32.7733
44.498,D,32.7732
44.702,D,32.7732
44.702,D,32.7729
44.702,D,32.7729
44.702,D,32.7729
44.702,D,32.7728
44.916,D,32.7728
44.916,D,32.7728
44.916,D,32.7728
44.916,D,32.7727
44.916,D,32.7726
45.122,D,32.7726
45.122,D,32.7726
45.122,D,32.7726
45.122,D,32.7725
45.326,D,32.7725
45.326,D,32.7725
45.326,D,32.7725
45.326,D,32.7725
45.326,D,32.7725
45.531,D,32.7725
45.531,D,32.7725
45.531,D,32.7725
45.531,D,32.7724
45.531,D,32.7724
45.734,D,32.7724
45.734,D,32.7724
45.734,D,32.7724
45.734,D,32.7724
45.937,D,32.7724
45.937,D,32.7724
45.937,D,32.7723
45.937,D,32.7723
45.937,D,32.7723
46.141,D,32.7723
46.141,D,32.7723
46.141,D,32.7723
46.141,D,32.7723
46.141,D,32.7723
46.348,D,32.7723
46.348,D,32.7722
46.348,D,32.7722
46.348,D,32.7722
46.554,D,32.7722
46.554,D,32.7722
46.554,D,32.7722
46.554,D,32.7722
46.554,D,32.7722
46.759,D,32.7722
46.759,D,32.7722
46.759,D,32.7722
46.759,D,32.7966
46.759,D,32.8166
46.965,D,32.8173
46.965,D,32.8172
46.965,D,32.8169
46.965,D,32.8166
46.965,D,32.8162
47.170,D,32.8158
47.170,D,32.8155
47.170,D,32.8152
47.170,D,32.8150
47.376,D,32.8148
47.376,D,32.8147
47.376,D,32.8145
47.376,D,32.8144
47.376,D,32.8142
47.580,D,32.8141
47.580,D,32.8141
47.580,D,32.8139
47.580,D,32.8137
47.580,D,32.8137
47.785,D,32.8136
47.785,D,32.8136
47.785,D,32.8136
47.785,D,32.8136
47.989,D,32.8136
47.989,D,32.8136
47.989,D,32.8136
47.989,D,32.8136
47.989,D,32.8136
48.194,D,32.8136
48.194,D,32.8136
48.194,D,32.8136
48.194,D,32.8136
48.194,D,32.8136
48.400,D,32.8136
48.400,D,32.8136
48.400,D,32.8136
48.400,D,32.8136
48.605,D,32.8136
48.605,D,32.8136
48.605,D,32.8136
48.605,D,32.8136
48.605,D,32.8136
48.807,D,32.8136
48.807,D,32.8137
48.807,D,32.8137
49.010,D,32.8137
49.010,D,32.8137
49.010,D,32.8137
49.010,D,32.8137
49.010,D,32.8137
49.211,D,32.8137
49.212,D,32.8137
49.212,D,32.8137
49.212,D,32.8137
49.212,D,32.8137
49.415,D,32.8137
49.415,D,32.8138
49.415,D,32.8138
49.415,D,32.8138
49.415,D,32.8138
49.621,D,32.8138
49.621,D,32.8138
49.621,D,32.8138
49.621,D,32.8138
49.825,D,32.8138
49.825,D,32.8438
49.825,D,32.8582
49.825,D,32.8589
49.825,D,32.8589
50.031,D,32.8586
50.031,D,32.8584
50.031,D,32.8580
50.031,D,32.8576
50.031,D,32.8573
50.236,D,32.8570
50.236,D,32.8568
50.236,D,32.8566
50.236,D,32.8564
50.441,D,32.8563
50.441,D,32.8561
50.441,D,32.8560
50.441,D,32.8559
50.441,D,32.8558
50.647,D,32.8557
50.647,D,32.8555
50.647,D,32.8555
50.647,D,32.8554
50.647,D,32.8554
50.851,D,32.8554
50.851,D,32.8554
50.851,D,32.8554
50.851,D,32.8554
50.851,D,32.8554
51.055,D,32.8554
51.055,D,32.8554
51.055,D,32.8554
51.055,D,32.8554
51.260,D,32.8554
51.260,D,32.8554
51.261,D,32.8554
51.261,D,32.8554
51.261,D,32.8554
51.463,D,32.8554
51.463,D,32.8554
51.463,D,32.8554
51.463,D,32.8554
51.463,D,32.8554
51.667,D,32.8554
51.667,D,32.8554
51.667,D,32.8554
51.667,D,32.8553
51.869,D,32.8553
51.869,D,32.8553
51.869,D,32.8553
51.869,D,32.8553
51.869,D,32.8553
52.074,D,32.8553
52.074,D,32.8553
52.074,D,32.8553
52.075,D,32.8553
52.278,D,32.8553
52.279,D,32.8553
52.279,D,32.8553
52.279,D,32.8553
52.279,D,32.8553
52.484,D,32.8553
52.484,D,32.8553
52.484,D,32.8553
52.484,D,32.8553
52.484,D,32.8553
52.688,D,32.8553
52.688,D,32.8553
52.688,D,32.8553
52.688,D,32.8941
52.688,D,32.9003
52.890,D,32.9007
52.890,D,32.9007
52.890,D,32.9004
52.890,D,32.9001
53.095,D,32.8997
53.095,D,32.8993
53.095,D,32.8990
53.095,D,32.8988
53.095,D,32.8986
53.301,D,32.8984
53.301,D,32.8983
53.301,D,32.8981
53.301,D,32.8980
53.301,D,32.8979
53.506,D,32.8978
53.506,D,32.8977
53.506,D,32.8976
53.506,D,32.8974
53.709,D,32.8974
53.709,D,32.8973
53.709,D,32.8973
53.709,D,32.8973
53.709,D,32.8972
53.914,D,32.8972
53.914,D,32.8972
53.914,D,32.8972
53.914,D,32.8972
53.914,D,32.8972
54.120,D,32.8972
54.120,D,32.8972
54.120,D,32.8972
54.120,D,32.8971
54.326,D,32.8971
54.326,D,32.8971
54.326,D,32.8971
54.326,D,32.8971
54.326,D,32.8971
54.528,D,32.8971
54.529,D,32.8971
54.529,D,32.8971
54.529,D,32.8971
54.529,D,32.8971
54.734,D,32.8971
54.734,D,32.8971
54.734,D,32.8971
54.734,D,32.8971
54.939,D,32.8971
54.939,D,32.8971
54.939,D,32.8971
54.939,D,32.8971
54.939,D,32.8971
55.145,D,32.8971
55.145,D,32.8971
55.145,D,32.8970
55.145,D,32.8970
55.145,D,32.8970
55.350,D,32.8970
55.350,D,32.8970
55.350,D,32.8970
55.350,D,32.8970
55.557,D,32.8970
55.557,D,32.8970
55.557,D,32.8970
